user_id,age,gender,education_level,employment_status,job_title,monthly_income_usd,monthly_expenses_usd,savings_usd,has_loan,loan_type,loan_amount_usd,loan_term_months,monthly_emi_usd,loan_interest_rate_pct,debt_to_income_ratio,credit_score,savings_to_income_ratio,region,record_date
U07711,60,Female,Master,Unemployed,Salesperson,3234.34,2822.46,107987.89,Yes,Business,443514.49,180,4553.99,9.21,1.41,841,2.78,Europe,2025-03-22
U07712,64,Male,Master,Self-employed,Salesperson,1331.18,626.62,62475.32,Yes,Car,301223.41,36,11768.88,23.69,8.84,631,3.91,Africa,2025-03-04
U07713,39,Female,Master,Employed,Student,3096.63,2651.92,314114.65,No,None,0.0,0,0.0,0.0,0.0,451,8.45,North America,2025-04-24
U07714,62,Female,Master,Employed,Doctor,1521.58,824.55,91581.14,Yes,Education,126432.53,240,2196.6,20.49,1.44,429,5.02,Europe,2025-05-13
U07715,66,Male,High School,Employed,Accountant,6221.66,2316.23,191291.58,Yes,Home,441819.21,36,14235.53,9.9,2.29,397,2.56,Europe,2022-07-31
U07716,61,Other,PhD,Student,Accountant,5954.2,4642.25,202353.94,Yes,Car,64231.33,36,2148.46,12.49,0.36,507,2.83,Asia,2022-03-26
U07717,56,Male,Master,Student,Engineer,5268.8,3317.41,537761.11,Yes,Car,121261.3,12,11171.55,18.94,2.12,381,8.51,Africa,2023-10-12
U07718,49,Female,Bachelor,Student,Engineer,500.0,416.06,58413.05,No,None,0.0,0,0.0,0.0,0.0,324,9.74,North America,2023-12-22
U07719,34,Female,PhD,Self-employed,Doctor,1985.24,711.75,4851.03,No,None,0.0,0,0.0,0.0,0.0,435,0.2,Europe,2022-05-18
U07720,26,Female,Bachelor,Employed,Manager,8630.66,7647.15,146963.27,No,None,0.0,0,0.0,0.0,0.0,693,1.42,Other,2024-10-19
U07721,31,Female,Other,Unemployed,Student,8259.33,3794.68,476497.93,No,None,0.0,0,0.0,0.0,0.0,785,4.81,Africa,2021-12-20
U07722,26,Female,Master,Self-employed,Doctor,5498.25,3782.09,646713.46,Yes,Home,487623.0,360,5885.94,14.28,1.07,742,9.8,Africa,2021-12-27
U07723,43,Male,Bachelor,Self-employed,Unemployed,4168.64,1800.49,162928.36,No,None,0.0,0,0.0,0.0,0.0,760,3.26,Europe,2021-08-18
U07724,68,Male,Bachelor,Employed,Student,4169.65,3492.29,243327.02,No,None,0.0,0,0.0,0.0,0.0,599,4.86,Other,2024-12-24
U07725,45,Female,High School,Self-employed,Teacher,5375.95,1937.63,160565.0,No,None,0.0,0,0.0,0.0,0.0,490,2.49,North America,2021-08-18
U07726,67,Male,High School,Self-employed,Unemployed,1258.38,673.11,67261.74,No,None,0.0,0,0.0,0.0,0.0,345,4.45,Other,2024-02-14
U07727,18,Female,Master,Unemployed,Doctor,4202.66,1806.28,382617.71,Yes,Car,222454.74,60,4037.88,3.41,0.96,365,7.59,North America,2024-10-08
U07728,66,Male,High School,Student,Salesperson,1784.12,1355.07,130270.37,No,None,0.0,0,0.0,0.0,0.0,824,6.08,Other,2024-10-11
U07729,28,Male,PhD,Employed,Salesperson,4385.48,1582.23,309364.41,No,None,0.0,0,0.0,0.0,0.0,398,5.88,Africa,2023-10-01
U07730,19,Male,High School,Employed,Driver,5393.42,4823.54,466760.58,No,None,0.0,0,0.0,0.0,0.0,712,7.21,Europe,2022-04-04
U07731,67,Male,High School,Self-employed,Student,854.0,347.86,53335.23,Yes,Home,265158.21,180,2473.14,7.6,2.9,677,5.2,North America,2022-07-26
U07732,54,Male,Master,Unemployed,Accountant,4792.56,2080.44,329954.1,Yes,Business,339315.81,360,4672.58,16.4,0.97,777,5.74,Africa,2024-10-26
U07733,33,Male,Bachelor,Self-employed,Teacher,7099.63,2260.93,131954.56,No,None,0.0,0,0.0,0.0,0.0,694,1.55,North America,2023-08-21
U07734,29,Female,High School,Self-employed,Driver,2901.85,1017.93,182941.18,Yes,Car,289552.43,36,8458.87,3.3,2.91,598,5.25,North America,2024-09-01
U07735,51,Female,Bachelor,Employed,Doctor,2076.89,1813.7,197774.96,Yes,Car,38531.03,300,241.01,5.69,0.12,340,7.94,North America,2024-03-21
U07736,58,Female,PhD,Employed,Salesperson,4013.46,2822.36,286340.92,Yes,Car,369629.42,24,19783.36,25.3,4.93,548,5.95,North America,2023-10-03
U07737,55,Female,Bachelor,Student,Student,2564.17,1683.16,188545.21,No,None,0.0,0,0.0,0.0,0.0,818,6.13,Other,2023-07-17
U07738,57,Male,Bachelor,Employed,Engineer,5476.93,3235.18,127439.16,Yes,Home,379301.89,360,4350.54,13.52,0.79,369,1.94,Africa,2021-10-23
U07739,44,Male,High School,Employed,Salesperson,500.0,411.34,44900.44,No,None,0.0,0,0.0,0.0,0.0,525,7.48,Africa,2022-11-28
U07740,66,Male,Other,Employed,Student,500.0,417.17,42779.79,Yes,Education,175525.99,24,7659.76,4.48,15.32,787,7.13,Asia,2021-11-05
U07741,69,Male,Bachelor,Employed,Unemployed,6202.68,5261.59,11494.88,No,None,0.0,0,0.0,0.0,0.0,306,0.15,Africa,2024-03-26
U07742,66,Male,High School,Employed,Driver,5424.03,3246.61,131401.17,No,None,0.0,0,0.0,0.0,0.0,539,2.02,North America,2024-03-02
U07743,53,Male,Master,Self-employed,Teacher,5475.9,1710.82,648710.11,Yes,Home,357530.36,360,1811.55,4.5,0.33,668,9.87,Asia,2021-12-26
U07744,61,Male,Master,Self-employed,Driver,4653.94,1561.58,432900.12,No,None,0.0,0,0.0,0.0,0.0,808,7.75,North America,2022-11-16
U07745,26,Male,High School,Employed,Student,1225.25,771.77,142388.92,Yes,Business,236891.64,300,4945.42,25.0,4.04,755,9.68,Europe,2022-02-20
U07746,64,Male,Master,Employed,Student,4456.07,3182.63,364718.15,Yes,Business,37812.82,240,464.18,13.78,0.1,685,6.82,Asia,2025-02-16
U07747,54,Female,Master,Employed,Manager,3220.24,1723.38,116968.81,No,None,0.0,0,0.0,0.0,0.0,641,3.03,Europe,2025-06-29
U07748,60,Male,Bachelor,Employed,Salesperson,4549.78,2343.79,116004.47,No,None,0.0,0,0.0,0.0,0.0,520,2.12,Asia,2023-03-20
U07749,37,Female,Bachelor,Employed,Doctor,1461.11,829.85,64398.1,Yes,Home,17241.38,12,1470.47,4.3,1.01,321,3.67,Africa,2022-03-29
U07750,59,Other,Bachelor,Employed,Manager,5265.76,3555.07,185584.92,No,None,0.0,0,0.0,0.0,0.0,349,2.94,Europe,2024-12-01
U07751,33,Male,Master,Employed,Accountant,4400.38,2250.15,90998.96,Yes,Car,488539.09,180,10904.88,26.24,2.48,584,1.72,Asia,2024-07-08
U07752,39,Male,Other,Self-employed,Driver,6037.02,2633.11,535582.4,No,None,0.0,0,0.0,0.0,0.0,325,7.39,North America,2022-06-22
U07753,64,Female,Master,Self-employed,Salesperson,4952.6,4135.96,219475.14,Yes,Education,169214.29,240,2045.49,13.52,0.41,514,3.69,Asia,2022-12-02
U07754,20,Male,PhD,Unemployed,Engineer,1650.71,733.83,109043.34,No,None,0.0,0,0.0,0.0,0.0,400,5.5,Asia,2021-07-30
U07755,26,Male,Master,Employed,Manager,500.0,311.66,20698.14,No,None,0.0,0,0.0,0.0,0.0,354,3.45,Other,2024-04-10
U07756,28,Other,Bachelor,Employed,Manager,3747.88,1288.06,340387.36,Yes,Home,276531.92,36,11100.44,25.72,2.96,746,7.57,Other,2025-05-11
U07757,53,Female,Bachelor,Unemployed,Doctor,1540.75,478.24,57415.25,No,None,0.0,0,0.0,0.0,0.0,550,3.11,Europe,2024-01-16
U07758,50,Other,Bachelor,Self-employed,Accountant,4903.73,1854.32,95299.89,No,None,0.0,0,0.0,0.0,0.0,832,1.62,Europe,2023-02-25
U07759,38,Male,High School,Self-employed,Teacher,3111.22,2289.84,262727.01,Yes,Home,265830.9,180,3980.51,16.41,1.28,511,7.04,North America,2024-08-18
U07760,52,Male,Bachelor,Self-employed,Engineer,2088.22,1426.57,17838.62,No,None,0.0,0,0.0,0.0,0.0,847,0.71,Other,2024-01-12
U07761,42,Male,Bachelor,Employed,Engineer,5475.66,4203.84,352512.86,No,None,0.0,0,0.0,0.0,0.0,551,5.36,North America,2023-05-24
U07762,43,Female,Bachelor,Student,Teacher,3795.57,2827.84,23819.52,No,None,0.0,0,0.0,0.0,0.0,369,0.52,Africa,2022-06-17
U07763,38,Male,Other,Employed,Accountant,6593.52,2996.03,445466.51,Yes,Business,61068.82,12,5612.75,18.48,0.85,597,5.63,North America,2025-04-21
U07764,63,Male,Other,Employed,Accountant,1099.04,358.62,32563.59,Yes,Car,428570.95,240,8895.21,24.72,8.09,381,2.47,Europe,2023-09-03
U07765,38,Female,High School,Unemployed,Doctor,4271.93,1882.84,270963.32,Yes,Home,266442.33,120,6157.44,25.51,1.44,523,5.29,Other,2023-09-09
U07766,18,Female,Master,Employed,Teacher,3453.09,1248.91,108501.96,Yes,Car,83070.62,12,8060.36,29.07,2.33,537,2.62,Europe,2024-10-22
U07767,40,Female,Master,Employed,Manager,3864.6,1537.8,139422.35,Yes,Business,42899.8,180,924.13,25.24,0.24,564,3.01,Europe,2023-01-26
U07768,37,Female,Bachelor,Self-employed,Salesperson,8070.88,6951.51,964505.12,Yes,Business,186743.79,300,959.09,3.74,0.12,753,9.96,Europe,2024-03-27
U07769,60,Female,Master,Self-employed,Teacher,6060.38,4371.8,112215.59,No,None,0.0,0,0.0,0.0,0.0,666,1.54,Africa,2021-12-28
U07770,58,Female,Master,Unemployed,Teacher,2190.51,1586.2,154942.26,No,None,0.0,0,0.0,0.0,0.0,488,5.89,Asia,2025-06-06
U07771,35,Female,Master,Self-employed,Doctor,6119.93,3847.2,364538.48,Yes,Car,230573.07,12,21896.74,24.84,3.58,728,4.96,Europe,2023-08-14
U07772,69,Female,Bachelor,Self-employed,Driver,4308.51,3486.29,454436.52,No,None,0.0,0,0.0,0.0,0.0,351,8.79,Asia,2021-10-03
U07773,67,Male,High School,Employed,Teacher,6264.91,3225.97,489560.77,No,None,0.0,0,0.0,0.0,0.0,657,6.51,Asia,2025-05-02
U07774,24,Female,High School,Self-employed,Accountant,2411.28,1660.46,82788.21,No,None,0.0,0,0.0,0.0,0.0,613,2.86,Asia,2023-07-09
U07775,40,Female,Bachelor,Student,Engineer,9622.0,8234.28,690838.67,No,None,0.0,0,0.0,0.0,0.0,432,5.98,Europe,2022-11-17
U07776,46,Male,High School,Unemployed,Manager,3209.6,2016.59,325066.74,Yes,Car,351159.17,24,19003.67,26.48,5.92,810,8.44,Asia,2023-04-23
U07777,42,Female,Bachelor,Employed,Engineer,2297.75,1690.76,228034.57,Yes,Education,258129.83,300,1286.73,3.46,0.56,785,8.27,Asia,2023-01-18
U07778,57,Male,High School,Employed,Teacher,5687.71,3528.37,226406.77,Yes,Home,289434.89,36,10314.82,16.97,1.81,638,3.32,Asia,2025-07-06
U07779,51,Male,Bachelor,Employed,Manager,5032.24,2510.77,162413.52,Yes,Home,391775.39,60,10665.06,21.3,2.12,693,2.69,Other,2022-11-05
U07780,40,Male,Bachelor,Employed,Doctor,6446.8,4697.37,570788.43,Yes,Business,106922.04,240,2001.81,22.19,0.31,640,7.38,Europe,2024-07-02
U07781,19,Female,High School,Employed,Teacher,1505.6,984.05,102207.03,No,None,0.0,0,0.0,0.0,0.0,738,5.66,North America,2025-07-06
U07782,67,Male,Bachelor,Unemployed,Accountant,4401.97,3551.8,319761.65,Yes,Education,235068.98,12,19960.3,3.48,4.53,682,6.05,North America,2022-06-20
U07783,43,Female,Master,Employed,Student,3649.16,1932.19,285739.9,No,None,0.0,0,0.0,0.0,0.0,592,6.53,North America,2022-12-14
U07784,27,Male,Master,Employed,Teacher,4674.63,3868.85,64305.14,No,None,0.0,0,0.0,0.0,0.0,441,1.15,Other,2025-04-08
U07785,28,Male,Bachelor,Employed,Accountant,4003.5,2970.87,114245.44,No,None,0.0,0,0.0,0.0,0.0,706,2.38,North America,2022-08-30
U07786,33,Female,Bachelor,Employed,Engineer,3911.35,1478.65,287015.8,Yes,Business,482336.89,240,11176.75,27.69,2.86,366,6.12,North America,2022-04-10
U07787,24,Female,Master,Employed,Salesperson,5828.37,2341.24,344034.75,No,None,0.0,0,0.0,0.0,0.0,761,4.92,Other,2022-09-17
U07788,32,Male,Bachelor,Employed,Manager,2810.99,1192.92,176946.67,No,None,0.0,0,0.0,0.0,0.0,384,5.25,North America,2021-08-03
U07789,31,Male,High School,Student,Teacher,1829.8,654.02,208603.96,No,None,0.0,0,0.0,0.0,0.0,557,9.5,North America,2023-10-06
U07790,49,Male,Bachelor,Employed,Student,5031.78,4035.06,177676.1,No,None,0.0,0,0.0,0.0,0.0,542,2.94,Asia,2024-06-10
U07791,22,Male,PhD,Employed,Student,4171.99,3102.61,343345.82,Yes,Business,241329.57,180,5149.92,24.98,1.23,818,6.86,Africa,2022-02-02
U07792,69,Male,High School,Self-employed,Driver,1961.07,1111.63,82931.26,No,None,0.0,0,0.0,0.0,0.0,753,3.52,Africa,2023-07-20
U07793,56,Female,Master,Employed,Salesperson,5291.19,3212.16,123245.04,No,None,0.0,0,0.0,0.0,0.0,403,1.94,Europe,2025-04-08
U07794,65,Male,Bachelor,Employed,Teacher,5626.37,3434.43,85702.72,No,None,0.0,0,0.0,0.0,0.0,831,1.27,Asia,2021-10-20
U07795,33,Male,Bachelor,Employed,Doctor,3834.09,2925.88,105022.43,No,None,0.0,0,0.0,0.0,0.0,663,2.28,Europe,2022-10-15
U07796,65,Female,Bachelor,Employed,Doctor,4729.98,2846.27,237427.59,Yes,Education,408761.77,300,8911.33,26.12,1.88,348,4.18,North America,2023-05-22
U07797,60,Female,Bachelor,Unemployed,Manager,5453.37,3038.81,329607.73,Yes,Education,292397.27,24,12872.44,5.34,2.36,446,5.04,Africa,2025-01-28
U07798,31,Female,Master,Employed,Driver,2793.19,1536.08,93758.04,No,None,0.0,0,0.0,0.0,0.0,346,2.8,North America,2021-07-24
U07799,20,Male,Master,Employed,Engineer,5198.74,3569.55,26860.4,No,None,0.0,0,0.0,0.0,0.0,674,0.43,North America,2025-06-11
U07800,39,Female,Master,Self-employed,Student,2298.26,1337.7,220595.93,No,None,0.0,0,0.0,0.0,0.0,345,8.0,Europe,2023-06-26
U07801,47,Male,Master,Employed,Engineer,6676.73,3908.49,596759.35,No,None,0.0,0,0.0,0.0,0.0,847,7.45,Europe,2021-11-18
U07802,41,Female,Bachelor,Unemployed,Driver,2828.99,1259.34,314136.47,Yes,Business,47776.92,24,2300.01,14.27,0.81,669,9.25,Europe,2023-03-01
U07803,57,Female,Master,Self-employed,Salesperson,550.69,180.29,5273.05,Yes,Home,101586.03,24,4644.66,9.08,8.43,681,0.8,Other,2024-11-14
U07804,23,Female,Other,Employed,Manager,8108.2,6040.27,655504.05,Yes,Home,261473.38,60,7390.6,23.13,0.91,643,6.74,Africa,2024-09-25
U07805,64,Male,Bachelor,Employed,Teacher,741.17,543.28,27088.97,No,None,0.0,0,0.0,0.0,0.0,314,3.05,Africa,2024-06-10
U07806,69,Male,Bachelor,Unemployed,Manager,3590.5,2326.59,89349.53,Yes,Home,158857.73,60,4760.04,26.04,1.33,744,2.07,Other,2022-10-26
U07807,50,Female,Bachelor,Employed,Accountant,8015.95,4183.58,761355.75,No,None,0.0,0,0.0,0.0,0.0,307,7.92,North America,2022-10-22
U07808,67,Male,Master,Employed,Doctor,1534.86,589.69,87107.83,No,None,0.0,0,0.0,0.0,0.0,347,4.73,Other,2022-04-28
U07809,50,Female,Bachelor,Self-employed,Accountant,4824.84,3521.77,198977.6,Yes,Home,167983.84,120,2378.14,11.67,0.49,484,3.44,Other,2023-02-21
U07810,25,Male,Bachelor,Student,Unemployed,3894.43,3393.03,272910.55,No,None,0.0,0,0.0,0.0,0.0,416,5.84,Africa,2023-06-14
U07811,29,Female,Master,Student,Salesperson,2160.74,1884.03,51545.76,No,None,0.0,0,0.0,0.0,0.0,752,1.99,Other,2024-07-30
U07812,52,Male,Bachelor,Employed,Student,6340.06,4458.09,360733.78,No,None,0.0,0,0.0,0.0,0.0,583,4.74,Africa,2024-07-05
U07813,31,Female,Bachelor,Employed,Student,6548.67,5343.82,63276.3,No,None,0.0,0,0.0,0.0,0.0,662,0.81,Europe,2022-12-10
U07814,51,Female,Bachelor,Unemployed,Doctor,4531.86,2383.57,391026.64,Yes,Business,139399.57,12,13417.45,27.48,2.96,535,7.19,Africa,2023-06-14
U07815,52,Female,High School,Unemployed,Manager,1728.2,1264.37,76242.11,No,None,0.0,0,0.0,0.0,0.0,346,3.68,Asia,2022-10-12
U07816,66,Female,PhD,Employed,Manager,888.63,612.9,87729.65,No,None,0.0,0,0.0,0.0,0.0,657,8.23,Asia,2023-01-20
U07817,24,Male,High School,Employed,Doctor,676.46,592.53,80242.42,No,None,0.0,0,0.0,0.0,0.0,541,9.89,Africa,2024-02-13
U07818,63,Female,High School,Employed,Accountant,1701.06,1397.54,136615.27,No,None,0.0,0,0.0,0.0,0.0,576,6.69,Asia,2022-01-22
U07819,45,Female,Master,Employed,Salesperson,5873.43,3511.36,347158.24,Yes,Business,418630.97,24,19335.09,10.09,3.29,793,4.93,Asia,2022-03-31
U07820,41,Female,Bachelor,Employed,Doctor,5381.11,1959.28,123896.4,No,None,0.0,0,0.0,0.0,0.0,803,1.92,Asia,2024-04-06
U07821,33,Male,Bachelor,Employed,Doctor,8043.59,3286.66,327350.62,No,None,0.0,0,0.0,0.0,0.0,415,3.39,Asia,2023-02-10
U07822,24,Male,Bachelor,Employed,Doctor,6418.6,2734.02,287301.89,No,None,0.0,0,0.0,0.0,0.0,796,3.73,North America,2022-08-06
U07823,28,Female,Bachelor,Student,Salesperson,3608.94,2593.19,247044.24,Yes,Car,313747.24,120,6268.58,20.98,1.74,765,5.7,Europe,2023-06-16
U07824,49,Female,Master,Employed,Engineer,6493.94,3921.9,36853.04,Yes,Education,273552.94,120,6248.23,25.13,0.96,647,0.47,Africa,2021-11-21
U07825,54,Female,Other,Employed,Doctor,4801.51,2142.0,349944.99,No,None,0.0,0,0.0,0.0,0.0,579,6.07,North America,2024-05-23
U07826,69,Male,Other,Self-employed,Driver,2175.86,1058.22,155243.06,No,None,0.0,0,0.0,0.0,0.0,474,5.95,Other,2025-07-02
U07827,34,Male,Bachelor,Employed,Accountant,4099.62,1528.5,135864.26,No,None,0.0,0,0.0,0.0,0.0,768,2.76,Other,2022-07-14
U07828,29,Male,PhD,Self-employed,Accountant,4189.02,2966.16,329906.42,Yes,Business,111066.62,36,4189.58,21.09,1.0,460,6.56,Asia,2023-11-23
U07829,59,Male,Bachelor,Employed,Doctor,3742.09,2780.9,129993.06,No,None,0.0,0,0.0,0.0,0.0,561,2.89,North America,2023-02-14
U07830,40,Female,Master,Employed,Engineer,2304.17,712.01,9768.54,Yes,Home,443560.14,300,7118.83,19.09,3.09,467,0.35,Other,2022-04-14
U07831,20,Female,Bachelor,Employed,Engineer,3978.85,3201.83,52367.85,Yes,Car,499341.79,120,11834.73,26.34,2.97,649,1.1,Other,2023-02-10
U07832,56,Female,Master,Employed,Engineer,2318.85,1563.83,277814.9,No,None,0.0,0,0.0,0.0,0.0,369,9.98,Asia,2023-12-27
U07833,56,Male,Master,Unemployed,Student,2154.89,1216.92,150085.51,No,None,0.0,0,0.0,0.0,0.0,741,5.8,North America,2024-10-05
U07834,47,Female,Master,Self-employed,Manager,4558.81,4075.03,429450.33,Yes,Car,401269.54,240,5486.57,15.68,1.2,678,7.85,Europe,2022-01-01
U07835,49,Male,Bachelor,Employed,Teacher,4875.08,2706.71,413674.5,Yes,Car,331853.58,36,10299.86,7.35,2.11,620,7.07,Other,2021-09-08
U07836,64,Male,Bachelor,Employed,Salesperson,2113.98,1733.81,28239.44,No,None,0.0,0,0.0,0.0,0.0,695,1.11,North America,2024-09-30
U07837,33,Female,Master,Employed,Engineer,4603.65,1558.26,380737.18,Yes,Home,328548.94,360,7359.3,26.87,1.6,486,6.89,Asia,2023-06-21
U07838,62,Male,PhD,Employed,Doctor,3212.61,2381.4,144479.48,Yes,Education,193561.19,240,1447.7,6.54,0.45,624,3.75,Europe,2024-03-20
U07839,19,Female,High School,Employed,Doctor,8331.09,4089.4,814535.84,No,None,0.0,0,0.0,0.0,0.0,602,8.15,North America,2023-11-27
U07840,37,Female,Master,Student,Teacher,4255.61,2764.65,121993.21,Yes,Home,177544.02,60,3871.76,11.13,0.91,786,2.39,Asia,2021-08-02
U07841,59,Female,High School,Employed,Salesperson,3322.44,1630.31,104569.68,No,None,0.0,0,0.0,0.0,0.0,349,2.62,Africa,2025-06-05
U07842,24,Male,High School,Student,Teacher,1934.51,1487.21,20834.87,Yes,Education,244057.15,300,2763.59,13.06,1.43,813,0.9,Africa,2023-10-16
U07843,37,Male,Bachelor,Employed,Driver,6540.74,4750.81,450148.81,No,None,0.0,0,0.0,0.0,0.0,584,5.74,Africa,2023-09-18
U07844,57,Female,Bachelor,Employed,Engineer,3059.02,924.82,147916.01,No,None,0.0,0,0.0,0.0,0.0,590,4.03,Europe,2024-11-24
U07845,55,Female,Bachelor,Employed,Manager,3554.12,1573.43,67451.84,No,None,0.0,0,0.0,0.0,0.0,645,1.58,North America,2023-05-02
U07846,35,Male,PhD,Self-employed,Doctor,5509.92,4589.36,183083.72,Yes,Education,300432.47,36,11639.05,23.06,2.11,429,2.77,Other,2022-10-13
U07847,26,Female,Bachelor,Self-employed,Driver,3011.5,2543.21,4899.02,Yes,Education,251200.97,360,3100.1,14.62,1.03,345,0.14,North America,2025-04-02
U07848,24,Female,Master,Self-employed,Unemployed,8256.79,3595.3,428970.83,Yes,Education,155435.65,120,3636.25,25.91,0.44,816,4.33,Europe,2022-12-12
U07849,40,Female,Master,Employed,Teacher,2114.81,1669.09,28973.19,No,None,0.0,0,0.0,0.0,0.0,776,1.14,Other,2021-09-08
U07850,48,Female,Other,Self-employed,Salesperson,2746.99,861.01,87610.48,Yes,Car,264849.36,60,8195.25,27.68,2.98,690,2.66,Other,2022-10-26
U07851,45,Male,Master,Student,Driver,2515.59,1266.66,170014.1,Yes,Home,270394.39,360,3559.94,15.65,1.42,511,5.63,Other,2024-08-22
U07852,28,Male,High School,Employed,Driver,6814.11,4085.66,42020.71,No,None,0.0,0,0.0,0.0,0.0,393,0.51,Asia,2022-01-26
U07853,28,Male,Other,Student,Unemployed,500.0,273.13,34089.01,Yes,Home,54341.18,12,4882.72,14.14,9.77,822,5.68,Other,2022-03-15
U07854,66,Female,PhD,Student,Doctor,5585.92,1908.76,14992.59,No,None,0.0,0,0.0,0.0,0.0,682,0.22,Other,2024-04-24
U07855,35,Female,Bachelor,Employed,Engineer,4275.63,1667.32,108631.52,Yes,Home,286008.32,24,13087.22,9.16,3.06,352,2.12,Other,2023-06-30
U07856,40,Male,Bachelor,Self-employed,Student,3532.4,2313.02,37641.37,Yes,Business,379151.94,240,2546.43,5.21,0.72,406,0.89,Europe,2024-12-29
U07857,55,Female,Master,Student,Teacher,4391.11,2429.15,300433.39,No,None,0.0,0,0.0,0.0,0.0,575,5.7,Africa,2022-12-05
U07858,44,Male,High School,Employed,Accountant,5598.07,4623.3,49454.73,No,None,0.0,0,0.0,0.0,0.0,794,0.74,Asia,2025-05-09
U07859,21,Male,Bachelor,Unemployed,Unemployed,6152.74,3803.61,435589.76,No,None,0.0,0,0.0,0.0,0.0,584,5.9,Other,2024-06-26
U07860,25,Female,Other,Self-employed,Unemployed,5117.65,3557.44,374390.38,Yes,Car,173524.05,300,1749.88,11.39,0.34,603,6.1,North America,2024-12-19
U07861,29,Male,Master,Unemployed,Driver,6004.74,3373.42,278668.17,Yes,Home,359202.87,180,5702.17,17.68,0.95,811,3.87,Other,2022-08-27
U07862,63,Male,Master,Employed,Student,4593.04,3310.14,526265.51,No,None,0.0,0,0.0,0.0,0.0,494,9.55,Europe,2021-10-25
U07863,56,Female,Bachelor,Self-employed,Manager,3627.07,1454.56,250674.35,No,None,0.0,0,0.0,0.0,0.0,439,5.76,Other,2025-07-10
U07864,29,Male,Master,Employed,Manager,7208.01,3761.77,621930.72,No,None,0.0,0,0.0,0.0,0.0,581,7.19,Asia,2023-07-18
U07865,24,Male,Master,Employed,Engineer,4365.25,3243.51,25174.47,Yes,Education,444497.0,120,6524.56,12.57,1.49,467,0.48,Africa,2024-07-06
U07866,66,Male,Master,Employed,Engineer,4431.92,2174.8,216054.37,Yes,Education,202060.91,120,2408.0,7.59,0.54,623,4.06,Europe,2021-12-11
U07867,48,Male,High School,Employed,Accountant,857.11,753.39,73200.4,No,None,0.0,0,0.0,0.0,0.0,779,7.12,Europe,2024-02-13
U07868,44,Female,Master,Employed,Unemployed,2679.52,1506.68,138280.82,No,None,0.0,0,0.0,0.0,0.0,769,4.3,Africa,2022-08-05
U07869,42,Female,Bachelor,Student,Doctor,5748.2,3486.28,487380.0,Yes,Education,344654.53,12,31239.82,15.81,5.43,613,7.07,Africa,2024-11-07
U07870,54,Male,Bachelor,Employed,Driver,1670.71,1342.97,155220.2,Yes,Business,402076.55,60,11606.63,24.17,6.95,501,7.74,Other,2024-03-06
U07871,61,Male,PhD,Student,Student,1418.74,726.64,71099.94,No,None,0.0,0,0.0,0.0,0.0,540,4.18,Africa,2022-08-24
U07872,32,Female,Master,Employed,Manager,5202.36,4573.47,342124.34,Yes,Home,219523.3,240,2579.71,13.05,0.5,632,5.48,North America,2023-12-25
U07873,19,Male,Bachelor,Employed,Engineer,1617.38,925.17,181887.45,No,None,0.0,0,0.0,0.0,0.0,300,9.37,Other,2024-10-11
U07874,45,Male,High School,Employed,Manager,5036.2,4140.53,597960.19,No,None,0.0,0,0.0,0.0,0.0,436,9.89,Other,2022-03-26
U07875,23,Male,PhD,Employed,Driver,857.9,626.81,90439.96,No,None,0.0,0,0.0,0.0,0.0,497,8.79,Asia,2024-09-18
U07876,68,Male,Master,Employed,Doctor,2425.5,1618.07,143781.02,Yes,Business,133704.45,60,3428.76,18.46,1.41,367,4.94,Europe,2024-04-17
U07877,52,Male,Master,Employed,Driver,4896.63,4273.55,444460.22,No,None,0.0,0,0.0,0.0,0.0,411,7.56,Other,2025-01-28
U07878,21,Male,Bachelor,Employed,Engineer,6190.51,1949.5,164866.14,Yes,Home,485650.67,300,4630.59,10.63,0.75,643,2.22,Africa,2022-04-19
U07879,45,Female,Master,Employed,Teacher,1052.51,842.95,101798.17,Yes,Education,81170.22,24,4328.11,24.9,4.11,640,8.06,Europe,2023-10-08
U07880,30,Female,Bachelor,Unemployed,Engineer,9498.9,3122.89,561919.75,Yes,Business,212586.44,300,5005.77,28.23,0.53,776,4.93,Other,2021-11-03
U07881,45,Male,Bachelor,Employed,Driver,7616.65,4183.88,345272.19,Yes,Car,387913.54,36,14553.0,20.69,1.91,842,3.78,Europe,2024-09-22
U07882,67,Male,High School,Employed,Manager,1989.27,1720.78,45346.68,Yes,Car,75204.48,180,1698.7,26.58,0.85,355,1.9,North America,2023-10-12
U07883,50,Female,Bachelor,Self-employed,Doctor,4734.58,1771.15,148148.11,No,None,0.0,0,0.0,0.0,0.0,833,2.61,North America,2025-01-14
U07884,51,Female,Bachelor,Employed,Unemployed,5179.64,3795.31,213590.63,No,None,0.0,0,0.0,0.0,0.0,799,3.44,North America,2023-11-28
U07885,67,Female,High School,Employed,Student,6628.18,5812.82,338627.5,No,None,0.0,0,0.0,0.0,0.0,486,4.26,Africa,2023-01-08
U07886,30,Female,Bachelor,Employed,Engineer,6010.23,4156.87,548273.34,Yes,Car,271171.18,240,3352.39,13.9,0.56,342,7.6,Africa,2024-03-21
U07887,41,Male,Bachelor,Employed,Engineer,1897.44,1162.23,97411.54,No,None,0.0,0,0.0,0.0,0.0,516,4.28,North America,2024-03-30
